from_stop_id,to_stop_id,peak_fare,low_fare,senior_fare
12009,11945,9,9,9
12009,11971,9,9,9
12024,11913,9,9,9
12024,11945,9,9,9
12024,11971,9,9,9
12009,12010,4,4,4
12009,12023,4,4,4
12009,12875,4,4,4
12024,12010,4,4,4
12024,12023,4,4,4
12024,12875,4,4,4
12009,11958,5,5,5
12024,11958,5,5,5
12009,12016,4,4,4
12009,12017,4,4,4
12024,12016,4,4,4
12024,12017,4,4,4
12009,11957,6,6,6
12009,11959,6,6,6
12024,11957,6,6,6
12024,11959,6,6,6
12009,11956,6,6,6
12009,11960,6,6,6
12024,11956,6,6,6
12024,11960,6,6,6
12009,11954,7,7,7
12009,11962,7,7,7
12024,11954,7,7,7
12024,11962,7,7,7
12009,12015,4,4,4
12009,12018,4,4,4
12024,12015,4,4,4
12024,12018,4,4,4
12009,11942,11,11,11
12009,11974,11,11,11
12024,11942,11,11,11
12024,11974,11,11,11
12009,12011,4,4,4
12009,12012,4,4,4
12009,12021,4,4,4
12024,12011,4,4,4
12024,12012,4,4,4
12024,12021,4,4,4
12009,11947,8,8,8
12009,11969,8,8,8
12024,11947,8,8,8
12024,11969,8,8,8
12009,11949,8,8,8
12009,11967,8,8,8
12024,11949,8,8,8
12024,11967,8,8,8
12009,11955,6,6,6
12009,11961,6,6,6
12024,11955,6,6,6
12024,11961,6,6,6
12009,11946,9,9,9
12009,11970,9,9,9
12024,11946,9,9,9
12024,11970,9,9,9
12009,11953,7,7,7
12009,11963,7,7,7
12024,11953,7,7,7
12024,11963,7,7,7
12009,12007,4,4,4
12009,12026,4,4,4
12024,12007,4,4,4
12024,12026,4,4,4
12009,11944,9,9,9
12009,11972,9,9,9
12009,FRDRK_TRAN_CTR,9,9,9
12024,11944,9,9,9
12024,11972,9,9,9
12024,FRDRK_TRAN_CTR,9,9,9
12009,12014,4,4,4
12009,12019,4,4,4
12024,12014,4,4,4
12024,12019,4,4,4
12009,11940,12,12,12
12024,11940,12,12,12
12009,11952,7,7,7
12009,11964,7,7,7
12024,11952,7,7,7
12024,11964,7,7,7
12009,11943,10,10,10
12009,11973,10,10,10
12024,11943,10,10,10
12024,11973,10,10,10
12009,12006,5,5,5
12024,12006,5,5,5
12009,11948,8,8,8
12009,11968,8,8,8
12024,11948,8,8,8
12024,11968,8,8,8
12009,11950,7,7,7
12009,11966,7,7,7
12024,11950,7,7,7
12024,11966,7,7,7
12009,12013,4,4,4
12009,12020,4,4,4
12024,12013,4,4,4
12024,12020,4,4,4
12009,11941,11,11,11
12009,11975,11,11,11
12024,11941,11,11,11
12024,11975,11,11,11
12009,11951,7,7,7
12009,11965,7,7,7
12024,11951,7,7,7
12024,11965,7,7,7
11956,12008,7,7,7
11956,12025,7,7,7
11960,12008,7,7,7
11960,12025,7,7,7
11956,11913,6,6,6
11956,11945,6,6,6
11956,11971,6,6,6
11960,11913,6,6,6
11960,11945,6,6,6
11960,11971,6,6,6
11956,12010,6,6,6
11956,12023,6,6,6
11956,12875,6,6,6
11960,12010,6,6,6
11960,12023,6,6,6
11960,12875,6,6,6
11956,11958,4,4,4
11960,11958,4,4,4
11956,12016,5,5,5
11956,12017,5,5,5
11960,12016,5,5,5
11960,12017,5,5,5
11956,12009,6,6,6
11956,12024,6,6,6
11960,12009,6,6,6
11960,12024,6,6,6
11956,11957,4,4,4
11956,11959,4,4,4
11960,11957,4,4,4
11960,11959,4,4,4
11956,11954,4,4,4
11956,11962,4,4,4
11960,11954,4,4,4
11960,11962,4,4,4
11956,12015,5,5,5
11956,12018,5,5,5
11960,12015,5,5,5
11960,12018,5,5,5
11956,11942,8,8,8
11956,11974,8,8,8
11960,11942,8,8,8
11960,11974,8,8,8
11956,12011,6,6,6
11956,12012,6,6,6
11956,12021,6,6,6
11960,12011,6,6,6
11960,12012,6,6,6
11960,12021,6,6,6
11956,11947,5,5,5
11956,11969,5,5,5
11960,11947,5,5,5
11960,11969,5,5,5
11956,11949,5,5,5
11956,11967,5,5,5
11960,11949,5,5,5
11960,11967,5,5,5
11956,11955,4,4,4
11956,11961,4,4,4
11960,11955,4,4,4
11960,11961,4,4,4
11956,11946,6,6,6
11956,11970,6,6,6
11960,11946,6,6,6
11960,11970,6,6,6
11956,11953,4,4,4
11956,11963,4,4,4
11960,11953,4,4,4
11960,11963,4,4,4
11956,12007,7,7,7
11956,12026,7,7,7
11960,12007,7,7,7
11960,12026,7,7,7
11956,11944,6,6,6
11956,11972,6,6,6
11956,FRDRK_TRAN_CTR,6,6,6
11960,11944,6,6,6
11960,11972,6,6,6
11960,FRDRK_TRAN_CTR,6,6,6
11956,12014,5,5,5
11956,12019,5,5,5
11960,12014,5,5,5
11960,12019,5,5,5
11956,11940,9,9,9
11960,11940,9,9,9
11956,11952,4,4,4
11956,11964,4,4,4
11960,11952,4,4,4
11960,11964,4,4,4
11956,11943,7,7,7
11956,11973,7,7,7
11960,11943,7,7,7
11960,11973,7,7,7
11956,12006,8,8,8
11960,12006,8,8,8
11956,11948,5,5,5
11956,11968,5,5,5
11960,11948,5,5,5
11960,11968,5,5,5
11956,11950,4,4,4
11956,11966,4,4,4
11960,11950,4,4,4
11960,11966,4,4,4
11956,12013,6,6,6
11956,12020,6,6,6
11960,12013,6,6,6
11960,12020,6,6,6
11956,11941,8,8,8
11956,11975,8,8,8
11960,11941,8,8,8
11960,11975,8,8,8
11956,11951,4,4,4
11956,11965,4,4,4
11960,11951,4,4,4
11960,11965,4,4,4
12011,12008,4,4,4
12011,12025,4,4,4
12012,12008,4,4,4
12012,12025,4,4,4
12021,12008,4,4,4
12021,12025,4,4,4
12011,11913,9,9,9
12011,11945,9,9,9
12011,11971,9,9,9
12012,11913,9,9,9
12012,11945,9,9,9
12012,11971,9,9,9
12021,11913,9,9,9
12021,11945,9,9,9
12021,11971,9,9,9
12011,12010,4,4,4
12011,12023,4,4,4
12011,12875,4,4,4
12012,12010,4,4,4
12012,12023,4,4,4
12012,12875,4,4,4
12021,12010,4,4,4
12021,12023,4,4,4
12021,12875,4,4,4
12011,11958,5,5,5
12012,11958,5,5,5
12021,11958,5,5,5
12011,12016,4,4,4
12011,12017,4,4,4
12012,12016,4,4,4
12012,12017,4,4,4
12021,12016,4,4,4
12021,12017,4,4,4
12011,12009,4,4,4
12011,12024,4,4,4
12012,12009,4,4,4
12012,12024,4,4,4
12021,12009,4,4,4
12021,12024,4,4,4
12011,11957,6,6,6
12011,11959,6,6,6
12012,11957,6,6,6
12012,11959,6,6,6
12021,11957,6,6,6
12021,11959,6,6,6
12011,11956,6,6,6
12011,11960,6,6,6
12012,11956,6,6,6
12012,11960,6,6,6
12021,11956,6,6,6
12021,11960,6,6,6
12011,11954,7,7,7
12011,11962,7,7,7
12012,11954,7,7,7
12012,11962,7,7,7
12021,11954,7,7,7
12021,11962,7,7,7
12011,12015,4,4,4
12011,12018,4,4,4
12012,12015,4,4,4
12012,12018,4,4,4
12021,12015,4,4,4
12021,12018,4,4,4
12011,11942,11,11,11
12011,11974,11,11,11
12012,11942,11,11,11
12012,11974,11,11,11
12021,11942,11,11,11
12021,11974,11,11,11
12011,11947,8,8,8
12011,11969,8,8,8
12012,11947,8,8,8
12012,11969,8,8,8
12021,11947,8,8,8
12021,11969,8,8,8
12011,11949,8,8,8
12011,11967,8,8,8
12012,11949,8,8,8
12012,11967,8,8,8
12021,11949,8,8,8
12021,11967,8,8,8
12011,11955,6,6,6
12011,11961,6,6,6
12012,11955,6,6,6
12012,11961,6,6,6
12021,11955,6,6,6
12021,11961,6,6,6
12011,11946,9,9,9
12011,11970,9,9,9
12012,11946,9,9,9
12012,11970,9,9,9
12021,11946,9,9,9
12021,11970,9,9,9
12011,11953,7,7,7
12011,11963,7,7,7
12012,11953,7,7,7
12012,11963,7,7,7
12021,11953,7,7,7
12021,11963,7,7,7
12011,12007,4,4,4
12011,12026,4,4,4
12012,12007,4,4,4
12012,12026,4,4,4
12021,12007,4,4,4
12021,12026,4,4,4
12011,11944,9,9,9
12011,11972,9,9,9
12011,FRDRK_TRAN_CTR,9,9,9
12012,11944,9,9,9
12012,11972,9,9,9
12012,FRDRK_TRAN_CTR,9,9,9
12021,11944,9,9,9
12021,11972,9,9,9
12021,FRDRK_TRAN_CTR,9,9,9
12011,12014,4,4,4
12011,12019,4,4,4
12012,12014,4,4,4
12012,12019,4,4,4
12021,12014,4,4,4
12021,12019,4,4,4
12011,11940,12,12,12
12012,11940,12,12,12
12021,11940,12,12,12
12011,11952,7,7,7
12011,11964,7,7,7
12012,11952,7,7,7
12012,11964,7,7,7
12021,11952,7,7,7
12021,11964,7,7,7
12011,11943,10,10,10
12011,11973,10,10,10
12012,11943,10,10,10
12012,11973,10,10,10
12021,11943,10,10,10
12021,11973,10,10,10
12011,12006,5,5,5
12012,12006,5,5,5
12021,12006,5,5,5
12011,11948,8,8,8
12011,11968,8,8,8
12012,11948,8,8,8
12012,11968,8,8,8
12021,11948,8,8,8
12021,11968,8,8,8
12011,11950,7,7,7
12011,11966,7,7,7
12012,11950,7,7,7
12012,11966,7,7,7
12021,11950,7,7,7
12021,11966,7,7,7
12011,12013,4,4,4
12011,12020,4,4,4
12012,12013,4,4,4
12012,12020,4,4,4
12021,12013,4,4,4
12021,12020,4,4,4
12011,11941,11,11,11
12011,11975,11,11,11
12012,11941,11,11,11
12012,11975,11,11,11
12021,11941,11,11,11
12021,11975,11,11,11
12011,11951,7,7,7
12011,11965,7,7,7
12012,11951,7,7,7
12012,11965,7,7,7
12021,11951,7,7,7
12021,11965,7,7,7
11940,12008,13,13,13
11940,12025,13,13,13
11940,12010,12,12,12
11940,12023,12,12,12
11940,12875,12,12,12
11940,11958,10,10,10
11940,12016,11,11,11
11940,12017,11,11,11
11940,12009,12,12,12
11940,12024,12,12,12
11940,11957,9,9,9
11940,11959,9,9,9
11940,11956,9,9,9
11940,11960,9,9,9
11940,11954,8,8,8
11940,11962,8,8,8
11940,12015,11,11,11
11940,12018,11,11,11
11940,11942,4,4,4
11940,11974,4,4,4
11940,12011,12,12,12
11940,12012,12,12,12
11940,12021,12,12,12
11940,11947,7,7,7
11940,11969,7,7,7
11940,11949,7,7,7
11940,11967,7,7,7
11940,11955,9,9,9
11940,11961,9,9,9
11940,11946,6,6,6
11940,11970,6,6,6
11940,11953,8,8,8
11940,11963,8,8,8
11940,12007,13,13,13
11940,12026,13,13,13
11940,12014,11,11,11
11940,12019,11,11,11
11940,11952,8,8,8
11940,11964,8,8,8
11940,11943,5,5,5
11940,11973,5,5,5
11940,12006,14,14,14
11940,11948,7,7,7
11940,11968,7,7,7
11940,11950,8,8,8
11940,11966,8,8,8
11940,12013,12,12,12
11940,12020,12,12,12
11940,11941,4,4,4
11940,11975,4,4,4
11940,11951,8,8,8
11940,11965,8,8,8
11951,12008,8,8,8
11951,12025,8,8,8
11965,12008,8,8,8
11965,12025,8,8,8
11951,11913,5,5,5
11951,11945,5,5,5
11951,11971,5,5,5
11965,11913,5,5,5
11965,11945,5,5,5
11965,11971,5,5,5
11951,12010,7,7,7
11951,12023,7,7,7
11951,12875,7,7,7
11965,12010,7,7,7
11965,12023,7,7,7
11965,12875,7,7,7
11951,11958,5,5,5
11965,11958,5,5,5
11951,12016,6,6,6
11951,12017,6,6,6
11965,12016,6,6,6
11965,12017,6,6,6
11951,12009,7,7,7
11951,12024,7,7,7
11965,12009,7,7,7
11965,12024,7,7,7
11951,11957,4,4,4
11951,11959,4,4,4
11965,11957,4,4,4
11965,11959,4,4,4
11951,11956,4,4,4
11951,11960,4,4,4
11965,11956,4,4,4
11965,11960,4,4,4
11951,11954,4,4,4
11951,11962,4,4,4
11965,11954,4,4,4
11965,11962,4,4,4
11951,12015,6,6,6
11951,12018,6,6,6
11965,12015,6,6,6
11965,12018,6,6,6
11951,11942,7,7,7
11951,11974,7,7,7
11965,11942,7,7,7
11965,11974,7,7,7
11951,12011,7,7,7
11951,12012,7,7,7
11951,12021,7,7,7
11965,12011,7,7,7
11965,12012,7,7,7
11965,12021,7,7,7
11951,11947,4,4,4
11951,11969,4,4,4
11965,11947,4,4,4
11965,11969,4,4,4
11951,11949,4,4,4
11951,11967,4,4,4
11965,11949,4,4,4
11965,11967,4,4,4
11951,11955,4,4,4
11951,11961,4,4,4
11965,11955,4,4,4
11965,11961,4,4,4
11951,11946,5,5,5
11951,11970,5,5,5
11965,11946,5,5,5
11965,11970,5,5,5
11951,11953,4,4,4
11951,11963,4,4,4
11965,11953,4,4,4
11965,11963,4,4,4
11951,12007,8,8,8
11951,12026,8,8,8
11965,12007,8,8,8
11965,12026,8,8,8
11951,11944,5,5,5
11951,11972,5,5,5
11951,FRDRK_TRAN_CTR,5,5,5
11965,11944,5,5,5
11965,11972,5,5,5
11965,FRDRK_TRAN_CTR,5,5,5
11951,12014,6,6,6
11951,12019,6,6,6
11965,12014,6,6,6
11965,12019,6,6,6
11951,11940,8,8,8
11965,11940,8,8,8
11951,11952,4,4,4
11951,11964,4,4,4
11965,11952,4,4,4
11965,11964,4,4,4
11951,11943,6,6,6
11951,11973,6,6,6
11965,11943,6,6,6
11965,11973,6,6,6
11951,12006,9,9,9
11965,12006,9,9,9
11951,11948,4,4,4
11951,11968,4,4,4
11965,11948,4,4,4
11965,11968,4,4,4
11951,11950,4,4,4
11951,11966,4,4,4
11965,11950,4,4,4
11965,11966,4,4,4
11951,12013,7,7,7
11951,12020,7,7,7
11965,12013,7,7,7
11965,12020,7,7,7
11951,11941,7,7,7
11951,11975,7,7,7
11965,11941,7,7,7
11965,11975,7,7,7
11913,12008,10,10,10
11913,12025,10,10,10
11945,12008,10,10,10
11945,12025,10,10,10
11971,12008,10,10,10
11971,12025,10,10,10
11913,12010,9,9,9
11913,12023,9,9,9
11913,12875,9,9,9
11945,12010,9,9,9
11945,12023,9,9,9
11945,12875,9,9,9
11971,12010,9,9,9
11971,12023,9,9,9
11971,12875,9,9,9
11913,11958,7,7,7
11945,11958,7,7,7
11971,11958,7,7,7
11913,12016,8,8,8
11913,12017,8,8,8
11945,12016,8,8,8
11945,12017,8,8,8
11971,12016,8,8,8
11971,12017,8,8,8
11913,12009,9,9,9
11913,12024,9,9,9
11945,12009,9,9,9
11945,12024,9,9,9
11971,12009,9,9,9
11971,12024,9,9,9
11913,11957,6,6,6
11913,11959,6,6,6
11945,11957,6,6,6
11945,11959,6,6,6
11971,11957,6,6,6
11971,11959,6,6,6
11913,11956,6,6,6
11913,11960,6,6,6
11945,11956,6,6,6
11945,11960,6,6,6
11971,11956,6,6,6
11971,11960,6,6,6
11913,11954,5,5,5
11913,11962,5,5,5
11945,11954,5,5,5
11945,11962,5,5,5
11971,11954,5,5,5
11971,11962,5,5,5
11913,12015,8,8,8
11913,12018,8,8,8
11945,12015,8,8,8
11945,12018,8,8,8
11971,12015,8,8,8
11971,12018,8,8,8
11913,12011,9,9,9
11913,12012,9,9,9
11913,12021,9,9,9
11945,12011,9,9,9
11945,12012,9,9,9
11945,12021,9,9,9
11971,12011,9,9,9
11971,12012,9,9,9
11971,12021,9,9,9
11913,11947,4,4,4
11913,11969,4,4,4
11945,11947,4,4,4
11945,11969,4,4,4
11971,11947,4,4,4
11971,11969,4,4,4
11913,11949,4,4,4
11913,11967,4,4,4
11945,11949,4,4,4
11945,11967,4,4,4
11971,11949,4,4,4
11971,11967,4,4,4
11913,11955,6,6,6
11913,11961,6,6,6
11945,11955,6,6,6
11945,11961,6,6,6
11971,11955,6,6,6
11971,11961,6,6,6
11913,11953,5,5,5
11913,11963,5,5,5
11945,11953,5,5,5
11945,11963,5,5,5
11971,11953,5,5,5
11971,11963,5,5,5
11913,12007,10,10,10
11913,12026,10,10,10
11945,12007,10,10,10
11945,12026,10,10,10
11971,12007,10,10,10
11971,12026,10,10,10
11913,11944,4,4,4
11913,11972,4,4,4
11913,FRDRK_TRAN_CTR,4,4,4
11945,11944,4,4,4
11945,11972,4,4,4
11945,FRDRK_TRAN_CTR,4,4,4
11971,11944,4,4,4
11971,11972,4,4,4
11971,FRDRK_TRAN_CTR,4,4,4
11913,12014,8,8,8
11913,12019,8,8,8
11945,12014,8,8,8
11945,12019,8,8,8
11971,12014,8,8,8
11971,12019,8,8,8
11913,11952,5,5,5
11913,11964,5,5,5
11945,11952,5,5,5
11945,11964,5,5,5
11971,11952,5,5,5
11971,11964,5,5,5
11913,12006,11,11,11
11945,12006,11,11,11
11971,12006,11,11,11
11913,11948,4,4,4
11913,11968,4,4,4
11945,11948,4,4,4
11945,11968,4,4,4
11971,11948,4,4,4
11971,11968,4,4,4
11913,11950,5,5,5
11913,11966,5,5,5
11945,11950,5,5,5
11945,11966,5,5,5
11971,11950,5,5,5
11971,11966,5,5,5
11913,12013,9,9,9
11913,12020,9,9,9
11945,12013,9,9,9
11945,12020,9,9,9
11971,12013,9,9,9
11971,12020,9,9,9
11913,11951,5,5,5
11913,11965,5,5,5
11945,11951,5,5,5
11945,11965,5,5,5
11971,11951,5,5,5
11971,11965,5,5,5
12013,12008,4,4,4
12013,12025,4,4,4
12020,12008,4,4,4
12020,12025,4,4,4
12013,11913,9,9,9
12013,11945,9,9,9
12013,11971,9,9,9
12020,11913,9,9,9
12020,11945,9,9,9
12020,11971,9,9,9
12013,12010,4,4,4
12013,12023,4,4,4
12013,12875,4,4,4
12020,12010,4,4,4
12020,12023,4,4,4
12020,12875,4,4,4
12013,11958,5,5,5
12020,11958,5,5,5
12013,12016,4,4,4
12013,12017,4,4,4
12020,12016,4,4,4
12020,12017,4,4,4
12013,12009,4,4,4
12013,12024,4,4,4
12020,12009,4,4,4
12020,12024,4,4,4
12013,11957,6,6,6
12013,11959,6,6,6
12020,11957,6,6,6
12020,11959,6,6,6
12013,11956,6,6,6
12013,11960,6,6,6
12020,11956,6,6,6
12020,11960,6,6,6
12013,11954,7,7,7
12013,11962,7,7,7
12020,11954,7,7,7
12020,11962,7,7,7
12013,12015,4,4,4
12013,12018,4,4,4
12020,12015,4,4,4
12020,12018,4,4,4
12013,11942,11,11,11
12013,11974,11,11,11
12020,11942,11,11,11
12020,11974,11,11,11
12013,12011,4,4,4
12013,12012,4,4,4
12013,12021,4,4,4
12020,12011,4,4,4
12020,12012,4,4,4
12020,12021,4,4,4
12013,11947,8,8,8
12013,11969,8,8,8
12020,11947,8,8,8
12020,11969,8,8,8
12013,11949,8,8,8
12013,11967,8,8,8
12020,11949,8,8,8
12020,11967,8,8,8
12013,11955,6,6,6
12013,11961,6,6,6
12020,11955,6,6,6
12020,11961,6,6,6
12013,11946,9,9,9
12013,11970,9,9,9
12020,11946,9,9,9
12020,11970,9,9,9
12013,11953,7,7,7
12013,11963,7,7,7
12020,11953,7,7,7
12020,11963,7,7,7
12013,12007,4,4,4
12013,12026,4,4,4
12020,12007,4,4,4
12020,12026,4,4,4
12013,11944,9,9,9
12013,11972,9,9,9
12013,FRDRK_TRAN_CTR,9,9,9
12020,11944,9,9,9
12020,11972,9,9,9
12020,FRDRK_TRAN_CTR,9,9,9
12013,12014,4,4,4
12013,12019,4,4,4
12020,12014,4,4,4
12020,12019,4,4,4
12013,11940,12,12,12
12020,11940,12,12,12
12013,11952,7,7,7
12013,11964,7,7,7
12020,11952,7,7,7
12020,11964,7,7,7
12013,11943,10,10,10
12013,11973,10,10,10
12020,11943,10,10,10
12020,11973,10,10,10
12013,12006,5,5,5
12020,12006,5,5,5
12013,11948,8,8,8
12013,11968,8,8,8
12020,11948,8,8,8
12020,11968,8,8,8
12013,11950,7,7,7
12013,11966,7,7,7
12020,11950,7,7,7
12020,11966,7,7,7
12013,11941,11,11,11
12013,11975,11,11,11
12020,11941,11,11,11
12020,11975,11,11,11
12013,11951,7,7,7
12013,11965,7,7,7
12020,11951,7,7,7
12020,11965,7,7,7
11946,12008,10,10,10
11946,12025,10,10,10
11970,12008,10,10,10
11970,12025,10,10,10
11946,12010,9,9,9
11946,12023,9,9,9
11946,12875,9,9,9
11970,12010,9,9,9
11970,12023,9,9,9
11970,12875,9,9,9
11946,11958,7,7,7
11970,11958,7,7,7
11946,12016,8,8,8
11946,12017,8,8,8
11970,12016,8,8,8
11970,12017,8,8,8
11946,12009,9,9,9
11946,12024,9,9,9
11970,12009,9,9,9
11970,12024,9,9,9
11946,11957,6,6,6
11946,11959,6,6,6
11970,11957,6,6,6
11970,11959,6,6,6
11946,11956,6,6,6
11946,11960,6,6,6
11970,11956,6,6,6
11970,11960,6,6,6
11946,11954,5,5,5
11946,11962,5,5,5
11970,11954,5,5,5
11970,11962,5,5,5
11946,12015,8,8,8
11946,12018,8,8,8
11970,12015,8,8,8
11970,12018,8,8,8
11946,11942,5,5,5
11946,11974,5,5,5
11970,11942,5,5,5
11970,11974,5,5,5
11946,12011,9,9,9
11946,12012,9,9,9
11946,12021,9,9,9
11970,12011,9,9,9
11970,12012,9,9,9
11970,12021,9,9,9
11946,11947,4,4,4
11946,11969,4,4,4
11970,11947,4,4,4
11970,11969,4,4,4
11946,11949,4,4,4
11946,11967,4,4,4
11970,11949,4,4,4
11970,11967,4,4,4
11946,11955,6,6,6
11946,11961,6,6,6
11970,11955,6,6,6
11970,11961,6,6,6
11946,11953,5,5,5
11946,11963,5,5,5
11970,11953,5,5,5
11970,11963,5,5,5
11946,12007,10,10,10
11946,12026,10,10,10
11970,12007,10,10,10
11970,12026,10,10,10
11946,12014,8,8,8
11946,12019,8,8,8
11970,12014,8,8,8
11970,12019,8,8,8
11946,11940,6,6,6
11970,11940,6,6,6
11946,11952,5,5,5
11946,11964,5,5,5
11970,11952,5,5,5
11970,11964,5,5,5
11946,11943,4,4,4
11946,11973,4,4,4
11970,11943,4,4,4
11970,11973,4,4,4
11946,12006,11,11,11
11970,12006,11,11,11
11946,11948,4,4,4
11946,11968,4,4,4
11970,11948,4,4,4
11970,11968,4,4,4
11946,11950,5,5,5
11946,11966,5,5,5
11970,11950,5,5,5
11970,11966,5,5,5
11946,12013,9,9,9
11946,12020,9,9,9
11970,12013,9,9,9
11970,12020,9,9,9
11946,11941,5,5,5
11946,11975,5,5,5
11970,11941,5,5,5
11970,11975,5,5,5
11946,11951,5,5,5
11946,11965,5,5,5
11970,11951,5,5,5
11970,11965,5,5,5
12016,12008,5,5,5
12016,12025,5,5,5
12017,12008,5,5,5
12017,12025,5,5,5
12016,11913,8,8,8
12016,11945,8,8,8
12016,11971,8,8,8
12017,11913,8,8,8
12017,11945,8,8,8
12017,11971,8,8,8
12016,12010,4,4,4
12016,12023,4,4,4
12016,12875,4,4,4
12017,12010,4,4,4
12017,12023,4,4,4
12017,12875,4,4,4
12016,11958,4,4,4
12017,11958,4,4,4
12016,12009,4,4,4
12016,12024,4,4,4
12017,12009,4,4,4
12017,12024,4,4,4
12016,11957,5,5,5
12016,11959,5,5,5
12017,11957,5,5,5
12017,11959,5,5,5
12016,11956,5,5,5
12016,11960,5,5,5
12017,11956,5,5,5
12017,11960,5,5,5
12016,11954,6,6,6
12016,11962,6,6,6
12017,11954,6,6,6
12017,11962,6,6,6
12016,12015,4,4,4
12016,12018,4,4,4
12017,12015,4,4,4
12017,12018,4,4,4
12016,11942,10,10,10
12016,11974,10,10,10
12017,11942,10,10,10
12017,11974,10,10,10
12016,12011,4,4,4
12016,12012,4,4,4
12016,12021,4,4,4
12017,12011,4,4,4
12017,12012,4,4,4
12017,12021,4,4,4
12016,11947,7,7,7
12016,11969,7,7,7
12017,11947,7,7,7
12017,11969,7,7,7
12016,11949,7,7,7
12016,11967,7,7,7
12017,11949,7,7,7
12017,11967,7,7,7
12016,11955,5,5,5
12016,11961,5,5,5
12017,11955,5,5,5
12017,11961,5,5,5
12016,11946,8,8,8
12016,11970,8,8,8
12017,11946,8,8,8
12017,11970,8,8,8
12016,11953,6,6,6
12016,11963,6,6,6
12017,11953,6,6,6
12017,11963,6,6,6
12016,12007,5,5,5
12016,12026,5,5,5
12017,12007,5,5,5
12017,12026,5,5,5
12016,11944,8,8,8
12016,11972,8,8,8
12016,FRDRK_TRAN_CTR,8,8,8
12017,11944,8,8,8
12017,11972,8,8,8
12017,FRDRK_TRAN_CTR,8,8,8
12016,12014,4,4,4
12016,12019,4,4,4
12017,12014,4,4,4
12017,12019,4,4,4
12016,11940,11,11,11
12017,11940,11,11,11
12016,11952,6,6,6
12016,11964,6,6,6
12017,11952,6,6,6
12017,11964,6,6,6
12016,11943,9,9,9
12016,11973,9,9,9
12017,11943,9,9,9
12017,11973,9,9,9
12016,12006,6,6,6
12017,12006,6,6,6
12016,11948,7,7,7
12016,11968,7,7,7
12017,11948,7,7,7
12017,11968,7,7,7
12016,11950,6,6,6
12016,11966,6,6,6
12017,11950,6,6,6
12017,11966,6,6,6
12016,12013,4,4,4
12016,12020,4,4,4
12017,12013,4,4,4
12017,12020,4,4,4
12016,11941,10,10,10
12016,11975,10,10,10
12017,11941,10,10,10
12017,11975,10,10,10
12016,11951,6,6,6
12016,11965,6,6,6
12017,11951,6,6,6
12017,11965,6,6,6
11954,12008,8,8,8
11954,12025,8,8,8
11962,12008,8,8,8
11962,12025,8,8,8
11954,11913,5,5,5
11954,11945,5,5,5
11954,11971,5,5,5
11962,11913,5,5,5
11962,11945,5,5,5
11962,11971,5,5,5
11954,12010,7,7,7
11954,12023,7,7,7
11954,12875,7,7,7
11962,12010,7,7,7
11962,12023,7,7,7
11962,12875,7,7,7
11954,11958,5,5,5
11962,11958,5,5,5
11954,12016,6,6,6
11954,12017,6,6,6
11962,12016,6,6,6
11962,12017,6,6,6
11954,12009,7,7,7
11954,12024,7,7,7
11962,12009,7,7,7
11962,12024,7,7,7
11954,11957,4,4,4
11954,11959,4,4,4
11962,11957,4,4,4
11962,11959,4,4,4
11954,11956,4,4,4
11954,11960,4,4,4
11962,11956,4,4,4
11962,11960,4,4,4
11954,12015,6,6,6
11954,12018,6,6,6
11962,12015,6,6,6
11962,12018,6,6,6
11954,11942,7,7,7
11954,11974,7,7,7
11962,11942,7,7,7
11962,11974,7,7,7
11954,12011,7,7,7
11954,12012,7,7,7
11954,12021,7,7,7
11962,12011,7,7,7
11962,12012,7,7,7
11962,12021,7,7,7
11954,11947,4,4,4
11954,11969,4,4,4
11962,11947,4,4,4
11962,11969,4,4,4
11954,11949,4,4,4
11954,11967,4,4,4
11962,11949,4,4,4
11962,11967,4,4,4
11954,11955,4,4,4
11954,11961,4,4,4
11962,11955,4,4,4
11962,11961,4,4,4
11954,11946,5,5,5
11954,11970,5,5,5
11962,11946,5,5,5
11962,11970,5,5,5
11954,11953,4,4,4
11954,11963,4,4,4
11962,11953,4,4,4
11962,11963,4,4,4
11954,12007,8,8,8
11954,12026,8,8,8
11962,12007,8,8,8
11962,12026,8,8,8
11954,11944,5,5,5
11954,11972,5,5,5
11954,FRDRK_TRAN_CTR,5,5,5
11962,11944,5,5,5
11962,11972,5,5,5
11962,FRDRK_TRAN_CTR,5,5,5
11954,12014,6,6,6
11954,12019,6,6,6
11962,12014,6,6,6
11962,12019,6,6,6
11954,11940,8,8,8
11962,11940,8,8,8
11954,11952,4,4,4
11954,11964,4,4,4
11962,11952,4,4,4
11962,11964,4,4,4
11954,11943,6,6,6
11954,11973,6,6,6
11962,11943,6,6,6
11962,11973,6,6,6
11954,12006,9,9,9
11962,12006,9,9,9
11954,11948,4,4,4
11954,11968,4,4,4
11962,11948,4,4,4
11962,11968,4,4,4
11954,11950,4,4,4
11954,11966,4,4,4
11962,11950,4,4,4
11962,11966,4,4,4
11954,12013,7,7,7
11954,12020,7,7,7
11962,12013,7,7,7
11962,12020,7,7,7
11954,11941,7,7,7
11954,11975,7,7,7
11962,11941,7,7,7
11962,11975,7,7,7
11954,11951,4,4,4
11954,11965,4,4,4
11962,11951,4,4,4
11962,11965,4,4,4
12010,12008,4,4,4
12010,12025,4,4,4
12023,12008,4,4,4
12023,12025,4,4,4
